HSK_Level,Simplified,Pinyin,Frequency,POS,Meanings
5,工作日,gōng zuò rì,14471,n,workday | working day | weekday
5,工艺,gōng yì,10095,n,arts and crafts | industrial arts
5,工艺品,gōng yì pǐn,18046,n,handicraft article | handiwork
5,差一点儿,chà yī diǎn r,52358,d,erhua variant of 差一点
5,差别,chā bié,5380,n,difference; distinction; disparity
5,差点儿,chà diǎn r,21664,d,erhua variant of 差点
5,差距,chā jù,6358,n,disparity | gap
5,师傅,shī fu,4911,n,master | qualified worker | respectful form of address for older men
5,带有,dài yǒu,5699,v,"to have as a feature or characteristic; to have an element of (confidence, sweetness, malevolence etc); to carry (a pathogen, connotation etc)"
5,幅,fú,1668,q,width | roll | classifier for textiles or pictures
5,幅度,fú dù,10579,n,width | extent | range
5,干扰,gān rǎo,4467,"v, vn",to disturb | to interfere | perturbation
5,干脆,gān cuì,4467,"d, a",candid | direct and to the point | simply
5,干预,gān yù,7478,"v, vn",to meddle | to intervene | intervention
5,平原,píng yuán,10650,n,field | plain
5,平坦,píng tǎn,17673,a,level | even | smooth
5,年前,nián qián,17615,t,by the end of the year | at the end of the year; shortly before New Year
5,年度,nián dù,3572,n,"year (e.g. school year, fiscal year) | annual"
5,年龄,nián líng,2013,n,(a person's) age
5,幽默,yōu mò,4810,"a, an",(loanword) humor | humorous
5,广,yǎn,4029,"a, ad, b","""house on a cliff"" radical in Chinese characters (Kangxi radical 53), occurring in 店, 序, 底 etc"
5,广泛,guǎng fàn,6278,"a, ad",extensive | wide range
5,库,kù,2737,n,warehouse | storehouse | (file) library
5,延伸,yán shēn,7357,"v, vn",to extend | to spread
5,建筑,jiàn zhù,1649,"n, vn, v",to construct | building
5,建造,jiàn zào,3900,"v, vn",to construct | to build
5,开幕,kāi mù,9221,"v, vn",to open (a conference) | to inaugurate
5,开幕式,kāi mù shì,9329,n,opening ceremony
5,式,shì,1463,"k, g",type | form | pattern
5,弹,dàn,2520,"v, g, vn",crossball | bullet | shot
5,强度,qiáng dù,7098,n,strength | intensity
5,强迫,qiǎng pò,4640,"v, vn",to compel | to force
5,当代,dāng dài,8383,t,the present age | the contemporary era
5,当前,dāng qián,5108,t,the present time | to be faced with
5,当场,dāng chǎng,5385,d,at the scene | on the spot
5,当年,dāng nián,2959,t,in those days | then | in those years
5,当选,dāng xuǎn,6688,"v, vn",to be elected | to be selected
5,形态,xíng tài,8215,n,shape | form | pattern
5,彩票,cǎi piào,6265,n,lottery ticket
5,彼此,bǐ cǐ,2165,r,each other; one another
5,待,dāi,1207,"v, p",to stay
5,得了,dé le,3720,"v, y",all right! | that's enough!
5,得以,dé yǐ,5437,v,able to | so that sb can | enabling
5,微博,wēi bó,1000000,,microblogging | microblog
5,心态,xīn tài,6962,n,attitude (of the heart) | state of one's psyche | way of thinking
5,心疼,xīn téng,14175,v,to love dearly | to feel sorry for sb | to regret
5,必,bì,2532,d,certainly | must | will
5,必需,bì xū,7251,"v, vn",to need | to require | essential
5,忍,rěn,2712,v,to bear | to endure | to tolerate
5,忍不住,rěn bu zhù,4096,v,cannot help | unable to bear
5,忍受,rěn shòu,4498,"v, vn",to bear | to endure
5,快活,kuài huo,13797,a,happy | cheerful
5,思维,sī wéi,3914,n,(line of) thought | thinking
5,性能,xìng néng,8457,n,function; performance; behavior
5,怨,yuàn,6771,"v, vn",to blame | (bound form) resentment; hatred; grudge
5,总体,zǒng tǐ,6976,n,completely | totally | total
5,总数,zǒng shù,9556,n,total | sum | aggregate
5,总算,zǒng suàn,4933,"d, v",at long last | finally | on the whole
5,总裁,zǒng cái,4197,n,chairman | director-general (of a company etc)
5,恋爱,liàn ài,2496,"v, vn",(romantic) love | in love | to have an affair
5,恢复,huī fù,1219,"v, vn",to reinstate | to resume | to restore
5,恨,hèn,1715,"v, vn",to hate | to regret
5,悄悄,qiāo qiāo,6355,d,quiet; making little or no noise | surreptitious; stealthy | anxious; worried
5,悲伤,bēi shāng,3739,"a, an",sad; sorrowful
5,悲剧,bēi jù,3680,n,tragedy
5,情形,qíng xing,4038,n,circumstances | situation
5,情节,qíng jié,4390,n,circumstances | plot; storyline
5,愁,chóu,5798,"v, g",to worry about
5,意味着,yì wèi zhe,1594,v,to signify | to mean | to imply
5,意志,yì zhì,4774,n,will; willpower; determination
5,意识,yì shí,1263,"n, v",consciousness | awareness | to be aware
5,感想,gǎn xiǎng,11649,n,impressions | reflections | thoughts
5,愿,yuàn,1709,"v, g",honest | prudent | variant of 愿
5,慌,huāng,6401,"a, v",to get panicky | to lose one's head | (coll.) (after 得) unbearably
5,慌忙,huāng máng,29421,ad,in a great rush | in a flurry
5,慰问,wèi wèn,13425,"v, vn","to express sympathy, greetings, consolation etc"
5,戏,xì,1763,"n, g",variant of 戏
5,戏剧,xì jù,5290,n,a drama; a play; theater | script of a play
5,成交,chéng jiāo,2831,"v, vn",to complete a contract | to reach a deal
5,成效,chéng xiào,9971,n,effect | result
5,成本,chéng běn,4698,n,"(manufacturing, production etc) costs"
5,成语,chéng yǔ,24609,n,"Chinese set expression, typically of 4 characters, often alluding to a story or historical quotation | idiom | proverb"
5,戒,jiè,3905,"v, g, vn",to guard against | to exhort | to admonish or warn
5,或是,huò shì,2438,c,or | either one or the other
5,所在,suǒ zài,2572,"n, v",place | location | (after a noun) place where it is located
5,扇,shān,3773,"q, v, n",to fan | to slap sb on the face
5,扇子,shàn zi,24273,n,fan
5,手段,shǒu duàn,1890,n,method | means (of doing sth) | strategy
5,手法,shǒu fǎ,4694,n,technique | trick | skill
5,打击,dǎ jī,2059,"v, vn",to hit | to strike | to attack
5,打包,dǎ bāo,7509,"v, vn",to wrap; to pack | to put leftovers in a doggy bag for take-out | (computing) to package (i.e. create an archive file)
5,打扮,dǎ ban,4394,"v, n",to decorate | to dress | to make up
5,打扰,dǎ rǎo,4800,v,to disturb | to bother | to trouble
5,打架,dǎ jià,5413,"v, vn",to fight | to scuffle | to come to blows
5,扔,rēng,2405,v,to throw | to throw away
5,执行,zhí xíng,1328,"v, vn",to implement | to carry out | to execute
5,扮演,bàn yǎn,3471,v,to play the role of | to act
5,扶,fú,4500,v,to support with the hand | to help sb up | to support oneself by holding onto something
5,承办,chéng bàn,8961,"v, vn",to undertake | to accept a contract
5,技能,jì néng,4372,n,technical ability | skill
5,抢,qiāng,1191,v,(literary) to knock against (esp. to knock one's head on the ground in grief or rage) | opposite in direction; contrary
5,抢救,qiǎng jiù,6580,"v, vn",to rescue
5,报答,bào dá,11736,"v, vn",to repay | to requite
5,报警,bào jǐng,2972,"v, vn",to sound an alarm | to report sth to the police
5,披,pī,5845,v,to drape over one's shoulders | to open | to unroll
5,抬,tái,3574,v,to lift | to raise | (of two or more persons) to carry
5,抬头,tái tóu,6447,"v, vn","to raise one's head | to gain ground | account name, or space for writing the name on checks, bills etc"
5,抱怨,bào yuàn,3331,"v, vn",to complain | to grumble | to harbor a complaint
5,押金,yā jīn,17113,n,deposit | down payment
5,拆,chāi,3439,v,to tear open | to tear down | to tear apart
5,拆除,chāi chú,8143,"v, vn",to tear down | to demolish | to dismantle
5,拍摄,pāi shè,1697,"v, vn",to take (a picture); to shoot (a film)
5,拒绝,jù jué,1443,"v, vn",to refuse; to decline; to reject
5,拔,bá,3803,v,to pull up | to pull out | to draw out by suction
5,招手,zhāo shǒu,15211,v,to wave | to beckon
5,招生,zhāo shēng,14045,"vn, v",to enroll new students | to get students
5,拜访,bài fǎng,6619,"v, vn",to pay a visit; to call on
5,拥抱,yōng bào,3677,"v, vn",to embrace | to hug
5,拥有,yōng yǒu,692,v,to have; to possess
5,拼,pīn,2461,"v, vn",to piece together | to join together | to stake all
5,拾,shè,7430,"v, t",to ascend in light steps
5,指标,zhǐ biāo,8982,n,(production) target | quota | index
5,指甲,zhǐ jia,6131,n,fingernail
5,指示,zhǐ shì,3699,"n, v",to point out | to indicate | to instruct
5,指责,zhǐ zé,4694,"v, vn",to criticize | to find fault with | to denounce
5,按摩,àn mó,3990,"vn, v",massage | to massage
5,挡,dǎng,3211,"v, q",to resist | to obstruct | to hinder
5,挣,zhēng,4542,v,used in 挣扎
5,挣钱,zhèng qián,7421,"v, vn",to make money
5,挤,jǐ,3042,v,to crowd in | to cram in | to force others aside
5,振动,zhèn dòng,11577,"vn, v",to vibrate | to shake | vibration
5,损失,sǔn shī,1930,"n, v",loss | damage | to lose
5,损害,sǔn hài,5173,"v, vn",harm | to damage | to impair
5,掌握,zhǎng wò,1826,v,"to grasp (often fig.) | to control | to seize (initiative, opportunity, destiny)"
5,排除,pái chú,3583,"v, vn",to eliminate | to remove | to exclude
5,接触,jiē chù,1912,"v, vn",to touch | to contact | access
5,接连,jiē lián,13237,d,on end | in a row | in succession
5,控制,kòng zhì,569,"v, vn",to control
5,推行,tuī xíng,12757,"v, vn",to put into effect | to carry out
5,提倡,tí chàng,11719,"v, vn",to promote | to advocate
5,提示,tí shì,3243,"v, vn",to point out | to remind (sb of sth) | to suggest
5,提起,tí qǐ,3871,v,to mention | to speak of | to lift
5,插,chā,2875,v,to insert | stick in | pierce
5,握,wò,4486,v,to hold; to grasp | to clench (one's fist) | (bound form) to have in one's control
5,搜,sōu,3653,v,to search
5,搜索,sōu suǒ,3062,"v, vn",to search (a place) | to search (a database) | to search for (sth)
5,搞,gǎo,387,v,to do | to make | to go in for
5,搞好,gǎo hǎo,8974,v,to do well at | to do a good job
5,摄像,shè xiàng,8249,"v, vn, n",to videotape
5,摄像机,shè xiàng jī,6585,n,video camera
5,摄影,shè yǐng,3191,"v, vn",to take a photograph | photography | to shoot (a movie)
5,摄影师,shè yǐng shī,5266,n,photographer | cameraman
5,摇头,yáo tóu,6924,v,to shake one's head
5,摔,shuāi,3263,v,to throw down | to fall | to drop and break
5,摔倒,shuāi dǎo,8001,v,to fall down | to slip and fall | to throw sb to the ground
5,摘,zhāi,5217,v,"to take | to borrow | to pick (flowers, fruit etc)"
5,摩托,mó tuō,9464,n,motor (loanword) | motorbike
5,摩擦,mó cā,8215,"vn, v",friction | rubbing | chafing
5,撞,zhuàng,2075,v,to knock against | to bump into | to run into
5,支出,zhī chū,8039,"n, vn, v",to spend; to pay out | expenses; expenditure
5,支配,zhī pèi,8015,"v, vn",to control | to dominate | to allocate
5,收拾,shōu shi,3266,v,to put in order | to tidy up | to pack
5,收购,shōu gòu,4990,"v, vn",to purchase (from various places) | to acquire (a company)
5,收集,shōu jí,2924,"v, vn",to gather | to collect
5,改革,gǎi gé,4569,"vn, v",reform | to reform
5,放大,fàng dà,5489,"v, vn",to enlarge | to magnify
5,放弃,fàng qì,994,v,to renounce; to abandon; to give up
5,敏感,mǐn gǎn,3233,"a, an",sensitive | susceptible
5,救灾,jiù zāi,25577,"vn, v",to relieve disaster | to help disaster victims
5,散文,sǎn wén,16676,n,prose | essay
5,数目,shù mù,6683,n,amount | number
5,敲,qiāo,4007,v,to hit | to strike | to tap
5,敲门,qiāo mén,8974,v,to knock on a door
5,文艺,wén yì,13887,n,literature and art
5,斜,xié,7766,"ad, v, a",inclined | slanting | oblique
5,旁,páng,2873,"f, g",one side | other | different
5,无奈,wú nài,8772,"d, an, a, n",to have no alternative | frustrated | exasperated
5,无疑,wú yí,3987,d,undoubtedly; without doubt; for sure
5,早期,zǎo qī,5122,"t, f",early period; early phase; early stage
5,时事,shí shì,19360,n,current trends; the present situation; how things are going
5,时光,shí guāng,2412,n,time | era | period of time
5,时常,shí cháng,7880,d,often | frequently
5,时机,shí jī,3402,n,opportunity; opportune moment
5,明亮,míng liàng,9553,a,bright | shining | glittering
5,明明,míng míng,3970,d,obviously | plainly | undoubtedly
5,显,xiǎn,3543,"v, g",to make visible | to reveal | prominent
5,景象,jǐng xiàng,7447,n,scene | sight (to behold)
5,晴朗,qíng lǎng,15483,a,sunny and cloudless
5,暂停,zàn tíng,4545,"v, vn",to suspend | time-out (e.g. in sports) | stoppage
5,暂时,zàn shí,2209,"d, b",temporary | provisional | for the time being
5,暖,nuǎn,3896,"a, v, g",old variant of 暖
5,更换,gēng huàn,6605,"v, vn",to replace (a worn-out tire etc) | to change (one's address etc)
5,更新,gēng xīn,5383,"v, vn",to replace the old with new | to renew | to renovate
5,月球,yuè qiú,7401,n,the moon
5,月饼,yuè bǐng,35984,n,mooncake (esp. for the Mid-Autumn Festival)
5,有利于,yǒu lì yú,7879,v,to be advantageous to; to be beneficial for
5,有力,yǒu lì,4350,"a, ad",powerful | forceful | vigorous
5,有害,yǒu hài,7768,a,destructive | harmful | damaging
5,有毒,yǒu dú,7616,"v, vn",poisonous
5,有着,yǒu zhe,2225,v,to have | to possess
5,服从,fú cóng,6168,v,to obey (an order) | to comply | to defer
5,朗读,lǎng dú,18517,v,to read aloud
5,期望,qī wàng,3510,"v, vn",to have expectations | to earnestly hope | expectation
5,本人,běn rén,2656,r,I; me; myself | oneself; yourself; himself; herself; the person concerned
5,朵,duǒ,4920,"q, g",flower | earlobe | fig. item on both sides
5,机制,jī zhì,6578,n,mechanism
5,机器人,jī qì rén,4844,n,robot | android
5,杀,shā,557,v,to kill | to murder | to attack
5,杀毒,shā dú,1000000,,to disinfect | (computing) to destroy a computer virus
5,来信,lái xìn,6973,"n, v",incoming letter | to send us a letter
5,枪,Qiāng,1429,"n, q",surname Qiang
5,染,rǎn,4175,"v, vn",to dye | to catch (a disease) | to acquire (bad habits etc)
5,柜子,guì zi,11420,n,cupboard | cabinet
5,查询,chá xún,7195,"v, vn",to check | to inquire | to consult (a document etc)
5,桃,táo,6265,n,peach
5,桃树,táo shù,35576,n,peach tree
5,桃花,táo huā,17500,n,peach blossom | (fig.) love affair
5,梨,lí,7831,n,pear
5,检验,jiǎn yàn,3580,"v, vn",to inspect | to examine | to test
5,棒,bàng,1228,"a, g, q",stick | club | cudgel
5,模仿,mó fǎng,4669,"v, vn",to imitate | to copy | to emulate
5,模式,mó shì,2502,n,mode | method | pattern
5,模样,mú yàng,5384,n,look | style | appearance
5,模糊,mó hu,5378,"a, v",vague | indistinct | fuzzy
5,模范,mó fàn,7612,"n, d",model | fine example
5,欠,qiàn,2126,v,to owe | to lack | (literary) to be deficient in
5,欣赏,xīn shǎng,2305,"v, vn",to appreciate; to enjoy; to admire
5,歇,xiē,6962,v,to rest | to take a break | to stop
5,歌曲,gē qǔ,2500,n,song
5,正义,zhèng yì,4214,n,justice | righteousness | just
5,正如,zhèng rú,12338,"v, nr",just as | precisely as
5,正版,zhèng bǎn,46413,"b, n",genuine | legal | see also 盗版
5,正规,zhèng guī,8673,a,regular | according to standards
5,此刻,cǐ kè,4300,r,this moment | now | at present
5,此后,cǐ hòu,7508,t,after this | afterwards | hereafter
5,此时,cǐ shí,3444,r,now | this moment
5,毒,dú,1958,"n, a, v",poison | to poison | poisonous
5,比方,bǐ fang,11193,"v, n, c",analogy | instance | for instance
5,比重,bǐ zhòng,20691,n,proportion | specific gravity
5,毕竟,bì jìng,2477,d,after all | all in all | when all is said and done
5,毛笔,máo bǐ,37393,n,writing brush
5,气体,qì tǐ,6140,n,gas (i.e. gaseous substance)
5,气象,qì xiàng,7203,n,meteorological feature | meteorology | atmosphere
5,水产品,shuǐ chǎn pǐn,12812,,"aquatic products (including fish, crabs, seaweed etc)"
5,水分,shuǐ fèn,10494,n,moisture content | (fig.) overstatement | padding
5,水库,shuǐ kù,9803,n,reservoir
5,水灾,shuǐ zāi,28359,n,flood | flood damage
5,汇款,huì kuǎn,17166,"n, v",to remit money | remittance
5,汗,hán,4310,n,"see 汗, 汗国"
5,池子,chí zi,23725,n,pond | bathhouse pool | dance floor of a ballroom
5,污染,wū rǎn,3379,"vn, v",to pollute; to contaminate (lit. and fig.)
5,污水,wū shuǐ,9062,n,sewage
5,沙漠,shā mò,5824,n,desert
5,沟,gōu,6312,n,ditch | gutter | groove
5,沟通,gōu tōng,3266,"v, vn",to join; to connect; to link up | to communicate
5,治安,zhì ān,3402,n,law and order | public security
5,治理,zhì lǐ,10575,"v, vn",to govern | to administer | to manage
5,泉,quán,7156,"g, n, q",spring (small stream) | mouth of a spring | coin (archaic)
5,法制,fǎ zhì,12210,n,legal system and institutions
5,法规,fǎ guī,6275,n,legislation | statute
5,注册,zhù cè,3097,"v, vn",to register | to enroll
5,注射,zhù shè,3225,"v, vn",injection | to inject
5,注视,zhù shì,7687,"v, vn",to look attentively at; to closely watch; to gaze at
5,注重,zhù zhòng,6231,v,to pay attention to | to emphasize
5,泼,pō,8438,v,to splash | to spill | rough and coarse
